name,formatted_address,電話,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
豐禾汽車有限公司,300新竹市東區高翠路230號,03 561 4939,,,,,,,,,,,,,,,,,,,,,,,
星芃車坊,300新竹市香山區中華路五段420巷166弄90號,03 530 7912,,,,,,,,,,,,,,,,,,,,,,,
沁景車坊 AutoFat,300新竹市香山區中華路五段652號,03 537 0228,,,,,,,,,,,,,,,,,,,,,,,
德國馬牌輪胎BestDrive旗艦店－轟鑫汽車新竹店(國達),300新竹市香山區牛埔南路458號,03 538 3378,,,,,,,,,,,,,,,,,,,,,,,
新盛汽車有限公司,300新竹市香山區牛埔東路616號,03 530 1399,,,,,,,,,,,,,,,,,,,,,,,
進發汽車修理廠,300新竹市香山區牛埔路182巷1號,03 538 7935,,,,,,,,,,,,,,,,,,,,,,,
泰鑫汽車修理廠,300新竹市香山區虎林街129號,0937 137 963,,,,,,,,,,,,,,,,,,,,,,,
宏茂汽車保養廠,300新竹縣新豐鄉新興路66-1號,03 557 8951,,,,,,,,,,,,,,,,,,,,,,,
協泰車體鈑金廠有限公司 汽車鈑金 | 烤漆 | 大樑校正 | 汽車維修保養,302新竹縣竹北市中和街191巷6號,03 555 4441,,,,,,,,,,,,,,,,,,,,,,,
長鴻企汽車專業保養維修廠,302新竹縣竹北市中華路574號,03 551 9416,,,,,,,,,,,,,,,,,,,,,,,
桃苗汽車,302新竹縣竹北市中華路765號,03 551 5135,,,,,,,,,,,,,,,,,,,,,,,
永泓汽車修護廠,302新竹縣竹北市中華路一巷80號之一,0986 127 050,,,,,,,,,,,,,,,,,,,,,,,
wise stone RV 睿岩休旅 車架專賣,302新竹縣竹北市六家五路二段192號,0919 132 105,,,,,,,,,,,,,,,,,,,,,,,
Car2TW 晁積企業有限公司,302新竹縣竹北市復興六路25號5樓,03 667 6686,,,,,,,,,,,,,,,,,,,,,,,
台元汽車有限公司,302新竹縣竹北市環北路一段301巷8號,03 656 3766,,,,,,,,,,,,,,,,,,,,,,,
國際汽車,302新竹縣竹北市環北路二段243巷16-1號,03 656 6941,,,,,,,,,,,,,,,,,,,,,,,
嘉德汽車保養廠,302新竹縣竹北市福興路440號,0935 767 670,,,,,,,,,,,,,,,,,,,,,,,
盛大車行,303新竹縣湖口鄉中山路二段260號,03 599 1346,,,,,,,,,,,,,,,,,,,,,,,
宏宇汽車修理廠,303新竹縣湖口鄉中正路三段137號,03 569 0651,,,,,,,,,,,,,,,,,,,,,,,
泰成捷車業,303新竹縣湖口鄉成功路414號,0985 618 176,,,,,,,,,,,,,,,,,,,,,,,
宏全汽車保養,303新竹縣湖口鄉成功路455號,03 590 0567,,,,,,,,,,,,,,,,,,,,,,,
ACDelco廣泰汽車修護廠,303新竹縣湖口鄉成功路482號,03 599 8200,,,,,,,,,,,,,,,,,,,,,,,
德勝車業,303新竹縣湖口鄉新興路429號,03 557 6930,,,,,,,,,,,,,,,,,,,,,,,
大益汽車修配廠,303新竹縣湖口鄉新興路708之1號,03 557 1536,,,,,,,,,,,,,,,,,,,,,,,
統一汽車保養廠,303新竹縣湖口鄉民生街329號,03 590 4762,,,,,,,,,,,,,,,,,,,,,,,
川曜車業,303新竹縣湖口鄉達生路115號,03 590 6550,,,,,,,,,,,,,,,,,,,,,,,
昇鴻汽車修理廠,304新竹縣新豐鄉鳳坑村坑子口569之5號,03 557 6773,,,,,,,,,,,,,,,,,,,,,,,
觀達汽車修理廠,305新竹縣新埔鎮中正路81號,03 588 1881,,,,,,,,,,,,,,,,,,,,,,,
正益車體,305新竹縣新埔鎮文山路犂頭山段525-527號,,,,,,,,,,,,,,,,,,,,,,,,
永宏汽車保養廠,305新竹縣新埔鎮文德路二段339巷16號,0913 815 720,,,,,,,,,,,,,,,,,,,,,,,
南益汽車修理工廠,305新竹縣新埔鎮義民路一段30號,03 588 2149,,,,,,,,,,,,,,,,,,,,,,,
鴻通汽車修理廠,306新竹縣關西鎮中豐路二段35號,03 587 2965,,,,,,,,,,,,,,,,,,,,,,,
東漢汽車機械修理廠,306新竹縣關西鎮中豐路二段63號,03 587 2976,,,,,,,,,,,,,,,,,,,,,,,
聯友汽車修理廠,307新竹縣芎林鄉富林路二段738號,0935 016 883,,,,,,,,,,,,,,,,,,,,,,,
義平汽車,310新竹縣竹東鎮中興路二段35號號,,,,,,,,,,,,,,,,,,,,,,,,
文翔汽車保養所,310新竹縣竹東鎮中興路四段550號,03 583 3793,,,,,,,,,,,,,,,,,,,,,,,
金順汽車修護廠,310新竹縣竹東鎮中興路四段59號,0916 508 520,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站-高士輪胎行,310新竹縣竹東鎮中豐路二段242號,03 595 7991,,,,,,,,,,,,,,,,,,,,,,,
億聖汽美保修工坊,310新竹縣竹東鎮公道路958號,03 582 2796,,,,,,,,,,,,,,,,,,,,,,,
紘昇車業,310新竹縣竹東鎮北平路24號,03 596 8686,,,,,,,,,,,,,,,,,,,,,,,
苗星汽車保養廠,310新竹縣竹東鎮北興路一段80號,03 594 0227,,,,,,,,,,,,,,,,,,,,,,,
偉勝汽車修理廠,310新竹縣竹東鎮工業二路131號,03 594 4966,,,,,,,,,,,,,,,,,,,,,,,
育歆汽車工坊,310新竹縣竹東鎮柯湖路一段16巷10號,03 583 6115,,,,,,,,,,,,,,,,,,,,,,,
PB車業,320桃園市中壢區中園路二段666號,03 463 9173,,,,,,,,,,,,,,,,,,,,,,,
正星汽車修護廠,320桃園市中壢區中正路四段755-1號,03 498 5992,,,,,,,,,,,,,,,,,,,,,,,
聖揚汽車修理廠-24H道路救援/引擎鈑金烤漆/中古汽車買賣/代辦保險,320桃園市中壢區內定二街427號,03 463 8587,,,,,,,,,,,,,,,,,,,,,,,
旭良汽車保養廠,324桃園市平鎮區南豐路153號,03 469 8260,,,,,,,,,,,,,,,,,,,,,,,
豐石修車廠,324桃園市平鎮區建明路一段179號,,,,,,,,,,,,,,,,,,,,,,,,
德成汽車企業,324桃園市平鎮區民族路雙連二段113巷30之9號,03 420 0236,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站-孟政汽車,325桃園市龍潭區中正路29號,03 479 8142,,,,,,,,,,,,,,,,,,,,,,,
通達汽車修理廠,325桃園市龍潭區中正路426號,03 479 5627,,,,,,,,,,,,,,,,,,,,,,,
弘昌汽車保養廠,325桃園市龍潭區中正路619號,03 489 2646,,,,,,,,,,,,,,,,,,,,,,,
SUM聯輝汽車保修,325桃園市龍潭區中正路佳安段369號,03 471 3875,,,,,,,,,,,,,,,,,,,,,,,
義和汽車修配廠,325桃園市龍潭區中興路20號,03 479 9583,,,,,,,,,,,,,,,,,,,,,,,
富春汽車修理保養廠,325桃園市龍潭區中興路490之2號,03 479 5402,,,,,,,,,,,,,,,,,,,,,,,
長和汽車修配廠,325桃園市龍潭區中豐路448號,0910 940 205,,,,,,,,,,,,,,,,,,,,,,,
連勝汽車,325桃園市龍潭區中豐路742號,03 480 5026,,,,,,,,,,,,,,,,,,,,,,,
毛德龍汽車醫院,325桃園市龍潭區中豐路上林段30-1號,03 409 1403,,,,,,,,,,,,,,,,,,,,,,,
福陞汽車,325桃園市龍潭區大昌路一段300號,03 489 1335,,,,,,,,,,,,,,,,,,,,,,,
竣太汽修廠,325桃園市龍潭區文化路12-3號,03 471 4015,,,,,,,,,,,,,,,,,,,,,,,
聯合汽修廠,325桃園市龍潭區文化路160號,03 471 3134,,,,,,,,,,,,,,,,,,,,,,,
全民汽車修理廠,325桃園市龍潭區文化路25之1號,03 471 1685,,,,,,,,,,,,,,,,,,,,,,,
信益車業,325桃園市龍潭區東龍路354號,03 489 1022,,,,,,,,,,,,,,,,,,,,,,,
秉田汽車保修廠,325桃園市龍潭區神龍路174號,03 489 7559,,,,,,,,,,,,,,,,,,,,,,,
益園汽車代檢維修場,325桃園市龍潭區聖亭路186號,03 479 0726,,,,,,,,,,,,,,,,,,,,,,,
新豐汽車修理廠,325桃園市龍潭區華南路14號,03 479 9868,,,,,,,,,,,,,,,,,,,,,,,
堅固車體汽修廠,325桃園市龍潭區高楊南路31號,03 471 0751,,,,,,,,,,,,,,,,,,,,,,,
川崎自動車-汽車保養廠,325桃園市龍潭區龍華路560號,0977 335 361,,,,,,,,,,,,,,,,,,,,,,,
友信汽車修理廠,325桃園市龍潭區龍華路604號,03 479 2283,,,,,,,,,,,,,,,,,,,,,,,
有春汔車廠,325桃園市龍潭鄉中正路佳安段395號,03 471 2589,,,,,,,,,,,,,,,,,,,,,,,
合春汽車保養廠(富岡廠),326桃園市楊梅區富路三段666號,03 472 4314,,,,,,,,,,,,,,,,,,,,,,,
裕豐汽車保養廠,326桃園市楊梅區民富路三段646號,03 472 5239,,,,,,,,,,,,,,,,,,,,,,,
明鑫修車,326桃園市蘆竹區新興街64號一樓,,,,,,,,,,,,,,,,,,,,,,,,
安良修車場,327桃園市新屋區中山東路一段173號號,03 477 1737,,,,,,,,,,,,,,,,,,,,,,,
泉新屋汽車保養修護廠,327桃園市新屋區中山東路一段270號,03 477 8453,,,,,,,,,,,,,,,,,,,,,,,
萬福汽車修理廠,327桃園市新屋區中山東路一段533號,03 477 3020,,,,,,,,,,,,,,,,,,,,,,,
金典汽車廠,327桃園市新屋區中山西路一段322號,03 487 0456,,,,,,,,,,,,,,,,,,,,,,,
永昌汽車修理廠,327桃園市新屋區中山路3之1號,03 477 9500,,,,,,,,,,,,,,,,,,,,,,,
新屋 百翊汽車,327桃園市新屋區中山路553號,03 477 9466,,,,,,,,,,,,,,,,,,,,,,,
萬達汽車保修廠-嘉實多機油「保養/底盤/輪胎/引擎/冷氣/碟盤加工」,327桃園市新屋區中華路640號,03 477 3099,,,,,,,,,,,,,,,,,,,,,,,
百城汽車修理廠,327桃園市新屋區成功路326號,03 497 1177,,,,,,,,,,,,,,,,,,,,,,,
GOODYEAR固特異輪胎(吉旺車業行),327桃園市新屋區文化路二段2026號,03 486 3595,,,,,,,,,,,,,,,,,,,,,,,
柏昇車體新屋廠,327桃園市新屋區社子里36-1號,03 476 6788,,,,,,,,,,,,,,,,,,,,,,,
東海輪胎行,328桃園市觀音區中山路一段473號,03 473 3245,,,,,,,,,,,,,,,,,,,,,,,
榮大車業行,328桃園市觀音區中山路二段588號,03 498 1366,,,,,,,,,,,,,,,,,,,,,,,
明佳汽車修理廠,328桃園市觀音區大觀路一段300-1號,03 483 8105,,,,,,,,,,,,,,,,,,,,,,,
新宏昌車業行,328桃園市觀音區大觀路二段190號,03 483 0910,,,,,,,,,,,,,,,,,,,,,,,
合豐汽車保養廠,328桃園市觀音區忠孝路388號,03 483 9801,,,,,,,,,,,,,,,,,,,,,,,
友盛氣車修理廠,328桃園市觀音區成功路一段196號,03 483 6331,,,,,,,,,,,,,,,,,,,,,,,
銘豐汽車保養廠(觀音工業區),328桃園市觀音區成功路一段679號,03 483 1214,,,,,,,,,,,,,,,,,,,,,,,
富有修車廠,328桃園市觀音區新生路120號,03 498 4437,,,,,,,,,,,,,,,,,,,,,,,
赫鴻汽車,328桃園市觀音區新華路二段397號,03 282 5066,,,,,,,,,,,,,,,,,,,,,,,
成全利汽車保養,333桃園市龜山區文化一路10巷42弄27號,03 328 1806,,,,,,,,,,,,,,,,,,,,,,,
耀馬國際(羅德車業),333桃園市龜山區文化一路86-26號,03 397 0066,,,,,,,,,,,,,,,,,,,,,,,
金陽保修汽柴油車,334桃園市八德區和強路127號,03 376 9029,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站-勝隆店,335桃園市大溪區中華路381之1號,03 387 7936,,,,,,,,,,,,,,,,,,,,,,,
車界汽車保養場,335桃園市大溪區介壽路473號,03 389 1947,,,,,,,,,,,,,,,,,,,,,,,
絕品車坊,335桃園市大溪區介壽路494號,0926 299 799,,,,,,,,,,,,,,,,,,,,,,,
全伸汽車修配廠,335桃園市大溪區信義路197號,03 388 3188,,,,,,,,,,,,,,,,,,,,,,,
衍昌修車廠,335桃園市大溪區復興路103號,03 388 7220,,,,,,,,,,,,,,,,,,,,,,,
順昌汽車保修廠(普利司通輪胎行),335桃園市大溪區復興路225 號,03 387 2112,,,,,,,,,,,,,,,,,,,,,,,
進財汽車修理廠,335桃園市大溪區月眉里82-8號,03 387 0536,,,,,,,,,,,,,,,,,,,,,,,
龍馬汽車保養廠,335桃園市大溪區永昌路139號,03 389 3885,,,,,,,,,,,,,,,,,,,,,,,
永昌汽車保養廠,335桃園市大溪區金城路64號,03 388 8723,,,,,,,,,,,,,,,,,,,,,,,
福信汽車修理廠,337桃園市大園區三民路一段172號,03 383 6800,,,,,,,,,,,,,,,,,,,,,,,
全泰汽車零件修理廠,337桃園市大園區中正東路403號,03 386 3787,,,,,,,,,,,,,,,,,,,,,,,
汽車保養維修廠 (德鑫汽車）,337桃園市大園區五青路468巷183號,0917 517 582,,,,,,,,,,,,,,,,,,,,,,,
汽車修理廠,337桃園市大園區和平東路8號,03 385 1391,,,,,,,,,,,,,,,,,,,,,,,
長泰汽車修理場,337桃園市大園區國際路三段356號,03 383 5070,,,,,,,,,,,,,,,,,,,,,,,
正大汽車零件行,337桃園市大園區平安路168號,03 386 3482,,,,,,,,,,,,,,,,,,,,,,,
皇斌汽車保養廠,337桃園市大園區民生路2之1號,03 386 8850,,,,,,,,,,,,,,,,,,,,,,,
慶安汽車修理廠,337桃園市觀音區大觀路17號,03 483 0993,,,,,,,,,,,,,,,,,,,,,,,
宏展輪胎,745台南市安定區港口244之31號,0913 005 267,,,,,,,,,,,,,,,,,,,,,,,
士豪汽車修配廠,435台灣台中市梧棲區中華路二段657號,,,,,,,,,,,,,,,,,,,,,,,,
大成汽車修配廠,520台灣彰化縣田中鎮員集路三段310號,,,,,,,,,,,,,,,,,,,,,,,,
日春汽車,516台灣彰化縣埔鹽鄉好金路3之7號,,,,,,,,,,,,,,,,,,,,,,,,
永祥汽車修護,522台灣彰化縣田尾鄉中山路一段530號,,,,,,,,,,,,,,,,,,,,,,,,
生富車體,515台灣彰化縣大村鄉中正東路274之8號,,,,,,,,,,,,,,,,,,,,,,,,
立全汽車保養修配廠,508台灣彰化縣和美鎮和港路410之1號,,,,,,,,,,,,,,,,,,,,,,,,
光富車業,437台灣台中市大甲區中山路一段586號,,,,,,,,,,,,,,,,,,,,,,,,
坤威汽車,42742台灣台中市潭子區豐興路二段431之8號,,,,,,,,,,,,,,,,,,,,,,,,
明利車行,513台灣彰化縣埔心鄉中正路一段52號,,,,,,,,,,,,,,,,,,,,,,,,
育群汽車,358台灣苗栗縣苑裡鎮140縣道,,,,,,,,,,,,,,,,,,,,,,,,
長榮汽車,35056台灣苗栗縣竹南鎮永貞路三段70號,,,,,,,,,,,,,,,,,,,,,,,,
晉德卡車柴油車修護,"42952台灣台中市神岡區台中 市 神岡 區 中 車 路 76-20 號 24.269324, 120.672170",,,,,,,,,,,,,,,,,,,,,,,,
國勝汽車,35151台灣苗栗縣頭份市民族路405號,,,,,,,,,,,,,,,,,,,,,,,,
都瑩汽車實業,510台灣彰化縣員林市員水路一段90號,,,,,,,,,,,,,,,,,,,,,,,,
進昌汽車修配廠,511台灣彰化縣社頭鄉媽祖廟街88號,,,,,,,,,,,,,,,,,,,,,,,,
順利汽車精休場,358台灣苗栗縣苑裡鎮舊社里,,,,,,,,,,,,,,,,,,,,,,,,
匯聯汽車,506台灣彰化縣福興鄉彰鹿路七段339號,,,,,,,,,,,,,,,,,,,,,,,,
彰億汽車,520台灣彰化縣田中鎮員集路三段382號,,,,,,,,,,,,,,,,,,,,,,,,
廣大汽車修配廠(汽車修理工廠),510台灣彰化縣員林市中山路一段99號,,,,,,,,,,,,,,,,,,,,,,,,
一順汽車修配廠,506台灣彰化縣福興鄉員鹿路二段42號,04 777 0642,,,,,,,,,,,,,,,,,,,,,,,
三和汽車修理保養輪胎廠,436台灣台中市清水區中山路513號,04 2623 7161,,,,,,,,,,,,,,,,,,,,,,,
上旺汽車保養廠,520台灣彰化縣田中鎮斗中路一段387號號,04 875 7352,,,,,,,,,,,,,,,,,,,,,,,
久益輪胎行,522台灣彰化縣田尾鄉中山路一段438號,04 883 6411,,,,,,,,,,,,,,,,,,,,,,,
千埕汽車修配工作室,524台灣彰化縣溪州鄉下田路16之3號,04 880 6357,,,,,,,,,,,,,,,,,,,,,,,
大信汽車修配廠,437台灣台中市大甲區中山路一段181號,04 2686 1895,,,,,,,,,,,,,,,,,,,,,,,
才能汽車修配廠,421台灣台中市后里區甲后路668號,04 2557 2638,,,,,,,,,,,,,,,,,,,,,,,
中庸汽車有限公司,421台灣台中市后里區三豐路四段116號,04 2557 7568,,,,,,,,,,,,,,,,,,,,,,,
允興輪胎行,43748台灣台中市大甲區八德街163號,04 2687 8567,,,,,,,,,,,,,,,,,,,,,,,
六三八汽車電機有限公司,358台灣苗栗縣苑裡鎮6913號358,03 786 1638,,,,,,,,,,,,,,,,,,,,,,,
友銓車業有限公司,508台灣彰化縣和美鎮德美路323號,04 755 7755,,,,,,,,,,,,,,,,,,,,,,,
日福汽車電機行,523台灣彰化縣埤頭鄉斗苑東路3巷67-2號,04 887 5330,,,,,,,,,,,,,,,,,,,,,,,
日穩汽車修配廠,421台灣台中市后里區月湖路76-5號,04 2557 7557,,,,,,,,,,,,,,,,,,,,,,,
王子汽車材料行,358台灣苗栗縣苑裡鎮中正102之2號,03 786 1085,,,,,,,,,,,,,,,,,,,,,,,
世發汽車修配場,408台灣台中市南屯區大墩路45號,04 2472 6238,,,,,,,,,,,,,,,,,,,,,,,
世興汽車修配廠,421台灣台中市后里區三豐路400之5號,04 2557 2751,,,,,,,,,,,,,,,,,,,,,,,
台中后里正一汽車修理,421台灣台中市后里區四月路38號號,04 2557 2736,,,,,,,,,,,,,,,,,,,,,,,
正佳四輪定位,513台灣彰化縣埔心鄉員鹿路三段133號,04 829 2130,,,,,,,,,,,,,,,,,,,,,,,
正新汽車電機行,423台灣台中市東勢區東關路六段1240號,04 2587 0201,,,,,,,,,,,,,,,,,,,,,,,
民富汽車事業,414台灣台中市烏日區中山路一段663號,04 2337 8659,,,,,,,,,,,,,,,,,,,,,,,
民豐汽車事業股份有限公司,437台灣台中市大甲區大安港路126號,04 2686 5408,,,,,,,,,,,,,,,,,,,,,,,
永勝汽車修配廠,437台灣台中市大甲區經國路1381號,04 2687 3735,,,,,,,,,,,,,,,,,,,,,,,
田尾原昌車業 - Y.C.M,522台灣彰化縣田尾鄉中山路一段139號,04 883 1768,,,,,,,,,,,,,,,,,,,,,,,
光祥電機汽車修理廠,358台灣苗栗縣苑裡鎮田心里4鄰31-5號,03 785 6266,,,,,,,,,,,,,,,,,,,,,,,
光輝汽車修護廠,404台灣台中市北區民權路224號,04 2203 9191,,,,,,,,,,,,,,,,,,,,,,,
全威汽車修護廠,412台灣台中市大里區東興路81號,04 2481 0288,,,,,,,,,,,,,,,,,,,,,,,
全泰車業4x4 LAND ROVER專門店 （英系車）,412台灣台中市大里區大峰路439號,04 2496 7691,,,,,,,,,,,,,,,,,,,,,,,
全勝汽車修配廠,514台灣彰化縣溪州鄉濱河街74巷50號,0919 506 501,,,,,,,,,,,,,,,,,,,,,,,
全發汽車修配廠,50941台灣彰化縣伸港鄉中正路40巷2號,04 799 3979,,,,,,,,,,,,,,,,,,,,,,,
全馳汽車保養廠,406台灣台中市北屯區瀋陽路一段73號,0939 177 855,,,,,,,,,,,,,,,,,,,,,,,
名揚車體有限公司,523台灣彰化縣埤頭鄉圳南路,04 892 7682,,,,,,,,,,,,,,,,,,,,,,,
旭威汽車保養廠,412台灣台中市大里區環中東路六段346號,04 2483 2897,,,,,,,,,,,,,,,,,,,,,,,
池泰慶車業-米其林輪胎東勢經銷商,423台灣台中市東勢區東關路七段176號,04 2588 0200,,,,,,,,,,,,,,,,,,,,,,,
至宏汽車修配廠,514台灣彰化縣溪湖鎮李厝路230巷53號,04 881 5858,,,,,,,,,,,,,,,,,,,,,,,
佑誠汽車,358台灣苗栗縣苑裡鎮126之3號,03 786 1563,,,,,,,,,,,,,,,,,,,,,,,
利安捷汽車有限公司,510台灣彰化縣員林市莒光路628號,04 835 9371,,,,,,,,,,,,,,,,,,,,,,,
吾修汽車修配場,406台灣台中市太平區樹孝路76之10號,04 2391 4737,,,,,,,,,,,,,,,,,,,,,,,
均憲汽車保養廠,352台灣苗栗縣三灣鄉民有街,03 783 4510,,,,,,,,,,,,,,,,,,,,,,,
享民汽車修理廠,351台灣苗栗縣頭份市中華路1258巷2號,03 766 3574,,,,,,,,,,,,,,,,,,,,,,,
佳昌汽車修配廠,369台灣苗栗縣卓蘭鎮興南街166號369,04 2589 6669,,,,,,,,,,,,,,,,,,,,,,,
協展汽車修配廠,358台灣苗栗县苑里镇7鄰91-3號,03 786 9017,,,,,,,,,,,,,,,,,,,,,,,
和興汽車修配場,508台灣彰化縣和美鎮德美路261號,04 755 6577,,,,,,,,,,,,,,,,,,,,,,,
尚宏汽車修配廠,514台灣彰化縣溪湖鎮二溪路二段196號,04 881 8585,,,,,,,,,,,,,,,,,,,,,,,
尚明汽車修配廠,358台灣苗栗縣苑裡鎮4鄰50-5號,03 774 2995,,,,,,,,,,,,,,,,,,,,,,,
忠杰汽車修配場,358台灣苗栗縣苑裡鎮大興路,03 785 2121,,,,,,,,,,,,,,,,,,,,,,,
忠信汽車行,530台灣彰化縣二水鄉員集路五段590號,04 874 5368,,,,,,,,,,,,,,,,,,,,,,,
拍踢鴨 (πtr Factory),351台灣苗栗縣頭份市中正三路6-1號,0917 881 825,,,,,,,,,,,,,,,,,,,,,,,
明峰汽車修配廠,514台灣彰化縣溪湖鎮竹頭仔路431巷30 號,04 881 4350,,,,,,,,,,,,,,,,,,,,,,,
明揚汽車修理廠,358台灣苗栗縣苑裡鎮中山路51號,03 786 1132,,,,,,,,,,,,,,,,,,,,,,,
明豐汽車修配所,423台灣台中市東勢區新寧街39號,04 2587 8958,,,,,,,,,,,,,,,,,,,,,,,
東大汽車修配,423台灣台中市東勢區東關路七段445號,04 2588 7869,,,,,,,,,,,,,,,,,,,,,,,
東昇汽車,407台灣台中市西屯區廣福路290-2號,04 2451 8548,,,,,,,,,,,,,,,,,,,,,,,
東泰汽車修配廠,509台灣彰化縣伸港鄉中興路三段552之2號,04 798 9621,,,,,,,,,,,,,,,,,,,,,,,
東益修車廠,42152台灣台中市后里區三豐路四段208號,04 2556 8650,,,,,,,,,,,,,,,,,,,,,,,
東陽汽車保養廠,421台灣台中市后里區七星街1號,04 2558 6006,,,,,,,,,,,,,,,,,,,,,,,
東勢汽車修理場,423台灣台中市東勢區公園路27號,04 2588 5821,,,,,,,,,,,,,,,,,,,,,,,
東億汽車,402台灣台中市南區美村南路142號,04 2261 7575,,,,,,,,,,,,,,,,,,,,,,,
東毅汽車材料行,358台灣苗栗縣苑裡鎮南房69之20號,03 786 0012,,,,,,,,,,,,,,,,,,,,,,,
金明輪汽車保養廠,500台灣彰化縣彰化市大埔路619之2號,04 711 2000,,,,,,,,,,,,,,,,,,,,,,,
金源修車廠,514台灣彰化縣溪湖鎮湳底路,04 882 2637,,,,,,,,,,,,,,,,,,,,,,,
阿財電機修配廠,437台灣台中市大甲區中山路路一段998-3號,04 2686 2058,,,,,,,,,,,,,,,,,,,,,,,
亮佳汽車修配廠,406台灣台中市北屯區樹孝路738號,04 2437 3881,,,,,,,,,,,,,,,,,,,,,,,
信祐汽車,500台灣彰化縣彰化市彰鹿路臨 198 之 5 號 彰 鹿 路 200 號 旁 巷 口 400 公 尺 處,04 761 0339,,,,,,,,,,,,,,,,,,,,,,,
冠全汽車,51449台灣彰化縣溪湖鎮員鹿路二段200號,04 882 2887,,,,,,,,,,,,,,,,,,,,,,,
冠昌汽車,412台灣台中市大里區瑞城一街216號,04 2492 9217,,,,,,,,,,,,,,,,,,,,,,,
勁輪車業,420台灣台中市豐原區自強街90號,04 2525 5733,,,,,,,,,,,,,,,,,,,,,,,
威盛汽車修配廠,428台灣台中市大雅區永和路97號1號B,04 2560 9723,,,,,,,,,,,,,,,,,,,,,,,
建利汽車修配廠,420台灣台中市豐原區圓環東路232號,04 2528 6808,,,,,,,,,,,,,,,,,,,,,,,
