name,formatted_address,電話,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
建和汽車修配廠,437台灣台中市大甲區經國路1485號,04 2686 8078,,,,,,,,,,,,,,,,,,,,,,,
政宏汽車有限公司,413台灣台中市霧峰區中正路569號,04 2331 2266,,,,,,,,,,,,,,,,,,,,,,,
昱昇汽車,358台灣苗栗縣苑裡鎮中正里15鄰123-5號,03 774 5679,,,,,,,,,,,,,,,,,,,,,,,
盈信汽車修配廠,510台灣彰化縣員林市中山路一段137號,04 835 1201,,,,,,,,,,,,,,,,,,,,,,,
郅盛興業有限公司,420台灣台中市豐原區國豐路三段145巷89號,04 2513 2666,,,,,,,,,,,,,,,,,,,,,,,
修車廠,526台灣彰化縣二林鎮西宅巷1號,04 890 3515,,,,,,,,,,,,,,,,,,,,,,,
原峰汽車修理廠,422台灣台中市石岡區豐勢路931號,04 2572 3816,,,,,,,,,,,,,,,,,,,,,,,
展暉汽車修理廠,421台灣台中市后里區三豐路329之1號,04 2557 3508,,,,,,,,,,,,,,,,,,,,,,,
振成汽車有限公司(維修保養廠)-汽車代檢廠,358台灣苗栗縣苑裡鎮1之6號,03 786 4616,,,,,,,,,,,,,,,,,,,,,,,
振富車體廠,358台灣苗栗縣苑裡鎮房裡里六鄰中山路六十九之二＋四號 苑裡鎮,03 786 0716,,,,,,,,,,,,,,,,,,,,,,,
晉奇汽車修配廠,358台灣苗栗縣苑裡鎮1鄰5-7號,03 774 1820,,,,,,,,,,,,,,,,,,,,,,,
晉明汽車,515台灣彰化縣大村鄉美港路461巷108號,04 852 4775,,,,,,,,,,,,,,,,,,,,,,,
晉祥汽車修護廠,51347台灣彰化縣埔心鄉中正路一段550號,0963 120 588,,,,,,,,,,,,,,,,,,,,,,,
泰安車業有限公司,505台灣彰化縣鹿港鎮民權路27號,04 777 5291,,,,,,,,,,,,,,,,,,,,,,,
泰和汽車行,526台灣彰化縣二林鎮二溪路七段526號,04 868 4934,,,,,,,,,,,,,,,,,,,,,,,
泰欣汽車修配廠,437台灣台中市大甲區中山路一段1322號,04 2687 0180,,,,,,,,,,,,,,,,,,,,,,,
泰金汽車修配廠 鈑金 烤漆,437台灣台中市大甲區經國路1483號之1號,0932 607 814,,,,,,,,,,,,,,,,,,,,,,,
泰富汽車修配廠,437台灣台中市大甲區中山路一段372之8號,04 2686 7393,,,,,,,,,,,,,,,,,,,,,,,
益成輪胎行,438台灣台中市外埔區甲東路38號號,04 2683 8928,,,,,,,,,,,,,,,,,,,,,,,
益伸汽車修配廠,511台灣彰化縣社頭鄉員集路三段40號,0963 104 126,,,,,,,,,,,,,,,,,,,,,,,
益昌汽車修配廠,437台灣台中市大甲區中山路一段1297號,04 2687 1130,,,,,,,,,,,,,,,,,,,,,,,
益杰廢車回收,420台灣台中市豐原區國豐路二段626號,04 2528 1158,,,,,,,,,,,,,,,,,,,,,,,
高明汽車修配廠,426台灣台中市新社區東新路二段,04 2582 3566,,,,,,,,,,,,,,,,,,,,,,,
國利汽車,408台灣台中市南屯區五權西路三段172號,04 2381 0140,,,,,,,,,,,,,,,,,,,,,,,
張汽車修理廠,512台灣彰化縣永靖鄉中山路三段373號,04 822 1608,,,,,,,,,,,,,,,,,,,,,,,
彬彬汽車行,520台灣彰化縣田中鎮中州路二段375號,04 875 4112,,,,,,,,,,,,,,,,,,,,,,,
盛全輪胎,504台灣彰化縣秀水鄉彰水路二段600之2號,04 769 2731,,,,,,,,,,,,,,,,,,,,,,,
祥悅汽車保修廠,420台灣台中市豐原區圓環北路一段320號,04 2526 6199,,,,,,,,,,,,,,,,,,,,,,,
翌勝汽車修護廠,520台灣彰化縣田中鎮斗中路一段391號,04 875 2787,,,,,,,,,,,,,,,,,,,,,,,
都瑩實業有限公司,510台灣彰化縣員林市員東路一段442號,04 833 1277,,,,,,,,,,,,,,,,,,,,,,,
勝凱汽車,51060台灣彰化縣員林市員水路一段102巷166弄91號,0937 806 511,,,,,,,,,,,,,,,,,,,,,,,
富元汽車修配場,358台灣苗栗縣苑裡鎮十鄰152號之一號,03 774 2567,,,,,,,,,,,,,,,,,,,,,,,
富升車業有限公司,505台灣彰化縣鹿港鎮505彰化縣鹿港鎮中山路82號,04 777 1580,,,,,,,,,,,,,,,,,,,,,,,
富晨車業,369台灣苗栗縣卓蘭鎮中正路26-6號,04 2589 8519,,,,,,,,,,,,,,,,,,,,,,,
景揚汽車保修場,514台灣彰化縣溪湖鎮竹福路92巷10號,0980 700 905,,,,,,,,,,,,,,,,,,,,,,,
翔新汽車,"號, No. 201至善路大里區台中市台灣 412",04 2496 7017,,,,,,,,,,,,,,,,,,,,,,,
進泰汽車修理廠,437台灣台中市大甲區中山路一段1129號,04 2687 2702,,,,,,,,,,,,,,,,,,,,,,,
順民汽車,520台灣彰化縣田中鎮斗中路二段718號,04 874 7613,,,,,,,,,,,,,,,,,,,,,,,
順揚汽車修配廠,420台灣台中市豐原區永康路91號,04 2525 3115,,,,,,,,,,,,,,,,,,,,,,,
順發汽車修理廠,438台灣台中市外埔區甲后路三段681號,04 2683 2327,,,,,,,,,,,,,,,,,,,,,,,
順興汽車-彰化,506台灣彰化縣福興鄉員鹿路一段12號,04 774 4567,,,,,,,,,,,,,,,,,,,,,,,
黑手世界,414台灣台中市烏日區溪南路二段68巷250弄41-12號,04 2334 5002,,,,,,,,,,,,,,,,,,,,,,,
新東汽車保養場,510台灣彰化縣員林市中山路一段35號,04 839 6234,,,,,,,,,,,,,,,,,,,,,,,
新發汽車,412台灣台中市大里區立仁路12號,04 2277 3878,,,,,,,,,,,,,,,,,,,,,,,
源豐汽車修護保養廠,509台灣彰化縣伸港鄉中興路三段208號,04 799 8596,,,,,,,,,,,,,,,,,,,,,,,
瑞宬輪胎(馬牌專賣店),510台灣彰化縣員林市惠安街1號,04 839 1978,,,,,,,,,,,,,,,,,,,,,,,
萬國汽車修配廠,422台灣台中市石岡區豐勢路925號,04 2572 2074,,,,,,,,,,,,,,,,,,,,,,,
群元汽車保養修理廠,437台灣台中市大甲區中山路一段675號,04 2686 4543,,,,,,,,,,,,,,,,,,,,,,,
義文輪胎行,523台灣彰化縣埤頭鄉彰水路三段330號,04 892 2863,,,,,,,,,,,,,,,,,,,,,,,
義霖汽車保養廠,421台灣台中市后里區南村路290號之1號,04 2557 6296,,,,,,,,,,,,,,,,,,,,,,,
誠天汽車冷氣,351台灣苗栗縣頭份市永貞路一段248號351,0920 997 020,,,,,,,,,,,,,,,,,,,,,,,
嘉昇汽車保養廠,508台灣彰化縣和美鎮線東路三段140巷56號,04 735 7539,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站,350台灣苗栗縣竹南鎮龍山路二段204號,03 755 2309,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站,358台灣苗栗縣苑裡鎮信義路1之15號,03 786 9728,,,,,,,,,,,,,,,,,,,,,,,
嘉實多護車保養站,369台灣苗栗縣卓蘭鎮經國路95號,04 2589 4961,,,,,,,,,,,,,,,,,,,,,,,
嘉慶車業有限公司,412台灣台中市大里區長興一街20號,04 2406 4356,,,,,,,,,,,,,,,,,,,,,,,
豪成汽車修配廠,358台灣苗栗縣苑裡鎮新復91之2號,03 786 1108,,,,,,,,,,,,,,,,,,,,,,,
赫杰國際貿易有限公司汽機維修工具&赫杰車業汽修保養廠,"號, No. 591中山路一段, 大甲區台中市台灣 437",04 2686 9605,,,,,,,,,,,,,,,,,,,,,,,
銘太汽車修配廠,420台灣台中市豐原區鎌村路96號,04 2539 3866,,,,,,,,,,,,,,,,,,,,,,,
銘翃汽車修配廠,408台灣台中市南屯區忠勇路91號,04 2382 6395,,,,,,,,,,,,,,,,,,,,,,,
銘堅汽車修配廠,525台灣彰化縣竹塘鄉中央路二段1501號,04 897 4302,,,,,,,,,,,,,,,,,,,,,,,
廣大汽車保養廠,434台灣台中市龍井區臨港路一段220號號,04 2630 3889,,,,,,,,,,,,,,,,,,,,,,,
德全汽車,426台灣台中市新社區東新路二段31巷2號,04 2581 0909,,,,,,,,,,,,,,,,,,,,,,,
震展汽車材料行,437台灣台中市大甲區經國路357號,04 2688 9588,,,,,,,,,,,,,,,,,,,,,,,
聯誠汽車修配廠,358台灣苗栗縣苑裡鎮介壽路35號,03 785 7819,,,,,,,,,,,,,,,,,,,,,,,
點線面汽車修配廠,412台灣台中市大里區忠孝路47號,0927 097 838,,,,,,,,,,,,,,,,,,,,,,,
豐動引擎修護保養廠,509台灣彰化縣伸港鄉中興路二段22號,04 798 2531,,,,,,,,,,,,,,,,,,,,,,,
豐龍企業社,350台灣苗栗縣竹南鎮博愛街863號,03 755 0007,,,,,,,,,,,,,,,,,,,,,,,
豐鑫車業,420台灣台中市豐原區豐原大道六段420號835 之 6號,0972 623 728,,,,,,,,,,,,,,,,,,,,,,,
穩泰汽車修配廠,508台灣彰化縣和美鎮彰美路六段440號,04 755 3578,,,,,,,,,,,,,,,,,,,,,,,
寶仁汽車,423台灣台中市東勢區新盛街116號,04 2587 4459,,,,,,,,,,,,,,,,,,,,,,,
寶騰蓮花汽車大甲總公司(信甲國際）,437台灣台中市大甲區中山路一段976之3號,04 2688 1111,,,,,,,,,,,,,,,,,,,,,,,
鐿達汽車專業保修中心/彰化汽車維修/彰化汽車保養/彰化VAG車系維修/北斗汽車維修/北斗汽車保養/北斗汽車烤漆,521台灣彰化縣北斗鎮中興街81號,04 888 7453,,,,,,,,,,,,,,,,,,,,,,,
權鑫汽車修配二廠,43441台灣台中市龍井區向上路六段196號,04 2631 6195,,,,,,,,,,,,,,,,,,,,,,,
鑫源汽車,351台灣苗栗縣頭份市中華路815號號,03 768 1566,,,,,,,,,,,,,,,,,,,,,,,
AC Delco六友汽車修理保養輪胎定位鈑金烤漆美容洗車電瓶冷氣倍力機油,351台灣苗栗縣頭份市忠孝二路148號,03 759 1286,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 合興汽車,358台灣苗栗縣苑裡鎮自強街14巷27號,03 786 4935,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 松柏汽車,506台灣彰化縣福興鄉福正路179號,04 770 6290,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 建億汽車,358台灣苗栗縣苑裡鎮介壽路2號之 號,03 786 8622,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 泰金汽車,437台灣台中市大甲區經國路1483號1號,04 2680 4657,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 鹿豐汽車,505台灣彰化縣鹿港鎮鹿和路二段528號,04 778 2369,,,,,,,,,,,,,,,,,,,,,,,
HOT大聯盟 僑輪汽車,514台灣彰化縣溪湖鎮員鹿路二段168號,04 882 0358,,,,,,,,,,,,,,,,,,,,,,,
HOT保修大聯盟 正一汽車,421台灣台中市后里區甲后路1035號號,04 2558 3913,,,,,,,,,,,,,,,,,,,,,,,
HOT保修大聯盟 陸友汽車,514台灣彰化縣溪湖鎮忠溪路359號,04 881 4167,,,,,,,,,,,,,,,,,,,,,,,
MAXXIS瑪吉斯 - 興翰輪胎行,508台灣彰化縣和美鎮線東路二段520號,04 733 1906,,,,,,,,,,,,,,,,,,,,,,,
MICHELIN米其林輪胎-驛站店,420台灣台中市豐原區豐勢路二段497號,04 2512 2330,,,,,,,,,,,,,,,,,,,,,,,
SUM-億大汽車,514台灣彰化縣溪湖鎮員鹿路二段178號,04 881 4878,,,,,,,,,,,,,,,,,,,,,,,
SUM(力將汽車),437台灣台中市大甲區中山路一段1435號,04 2688 8928,,,,,,,,,,,,,,,,,,,,,,,
SUM(夢工廠保修),413台灣台中市霧峰區吉峰路88-1號,04 2332 9999,,,,,,,,,,,,,,,,,,,,,,,
SUM世和汽車,520台灣彰化縣田中鎮員集路三段378號,04 875 3235,,,,,,,,,,,,,,,,,,,,,,,
SUM信大汽車,437台灣台中市大甲區經國路2432號,04 2681 7388,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟,351台灣苗栗縣頭份市中正二路114號,03 761 4134,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟 京鉦汽車,420台灣台中市豐原區豐原大道四段588號,0932 514 510,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟-上正汽車,437台灣台中市大甲區經國路742號,04 2676 5568,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟-尚鼎汽車商行,514台灣彰化縣溪湖鎮員鹿路二段92號,04 882 5211,,,,,,,,,,,,,,,,,,,,,,,
SUM優質車商聯盟-英順汽車,505台灣彰化縣鹿港鎮鹿草路二段477號,04 774 3614,,,,,,,,,,,,,,,,,,,,,,,
W.P Motor萬鵬車業,408台灣台中市南屯區忠勇路18-7號,04 2384 2375,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,511台灣彰化縣社頭鄉中山路一段571號,,,,,,,,,,,,,,,,,,,,,,,,
SUM汽車保修聯盟,513台灣彰化縣埔心鄉中山路48號,,,,,,,,,,,,,,,,,,,,,,,,
東力汽車,640台灣雲林縣斗六市社口里,,,,,,,,,,,,,,,,,,,,,,,,
俊展車廠,600台灣嘉義市民雄鄉東義路21-16號,,,,,,,,,,,,,,,,,,,,,,,,
三億汽車修配廠,648台灣雲林縣西螺鎮西興南路90號,05 586 8478,,,,,,,,,,,,,,,,,,,,,,,
三興汽車前輪定位保養廠,540台灣南投縣南投市南崗一路73號,04 9222 4837,,,,,,,,,,,,,,,,,,,,,,,
久禾車業,"2 號, No. 645文化路斗六市雲林縣台灣 640",05 537 6138,,,,,,,,,,,,,,,,,,,,,,,
千友汽車修配行,542台灣南投縣草屯鎮芬草路一段216-1號,04 9235 3539,,,,,,,,,,,,,,,,,,,,,,,
千億汽車（SUM優質車商聯盟）,640台灣雲林縣斗六市文化路671-2號,0910 993 177,,,,,,,,,,,,,,,,,,,,,,,
大友汽車工業,540台灣南投縣南投市南崗三路45號,04 9225 2826,,,,,,,,,,,,,,,,,,,,,,,
大和汽車,542台灣南投縣草屯鎮博愛路966之1號,04 9232 6388,,,,,,,,,,,,,,,,,,,,,,,
大雅汽車商行,600台灣嘉義市東區大雅路二段189號,05 275 8115,,,,,,,,,,,,,,,,,,,,,,,
大嘉汽車修護廠,600台灣嘉義市西區北港路532號,05 237 1105,,,,,,,,,,,,,,,,,,,,,,,
川茂汽車商行,600台灣嘉義市西區北港路559之1號,05 237 8869,,,,,,,,,,,,,,,,,,,,,,,
友春汽車商行,638台灣雲林縣麥寮鄉中興路31號,05 693 5715,,,,,,,,,,,,,,,,,,,,,,,
天保汽車修理廠,616台灣嘉義縣新港鄉90號,05 374 2803,,,,,,,,,,,,,,,,,,,,,,,
日升汽車修車場,624台灣嘉義縣義竹鄉岸腳村,05 341 5093,,,,,,,,,,,,,,,,,,,,,,,
世紀車坊有限公司,613台灣嘉義縣朴子市44號之65,05 370 9391,,,,,,,,,,,,,,,,,,,,,,,
加東汽車配件行,540台灣南投縣南投市彰南路一段124號,04 9223 6346,,,,,,,,,,,,,,,,,,,,,,,
卡好汽車(SUM認證中古車商),63251台灣雲林縣虎尾鎮竹圍76-1號,05 632 1789,,,,,,,,,,,,,,,,,,,,,,,
弘展盈汽車修護,"115-3, 白河區台南市台灣 732",0936 303 113,,,,,,,,,,,,,,,,,,,,,,,
永騰汽車保養廠,633台灣雲林縣土庫鎮民生路92號,05 665 6660,,,,,,,,,,,,,,,,,,,,,,,
立翔汽車修配廠,540台灣南投縣南投市彰南路一段737號,04 9222 0600,,,,,,,,,,,,,,,,,,,,,,,
先得汽車工藝,64060台灣雲林縣斗六市石榴路37號,0921 440 040,,,,,,,,,,,,,,,,,,,,,,,
全能汽車車業行,651台灣雲林縣北港鎮華勝路294號,05 783 7509,,,,,,,,,,,,,,,,,,,,,,,
全國汽車精品百貨洗車行,613台灣嘉義縣朴子市191號,05 370 3581,,,,,,,,,,,,,,,,,,,,,,,
吉美車業有限公司,651台灣雲林縣北港鎮公園路287號,05 783 1876,,,,,,,,,,,,,,,,,,,,,,,
吉益企業行,630台灣雲林縣斗南鎮光華路108號,05 596 5169,,,,,,,,,,,,,,,,,,,,,,,
好人車坊,621台灣嘉義縣民雄鄉民權路13號,05 206 3535,,,,,,,,,,,,,,,,,,,,,,,
安勝企業社,638台灣雲林縣麥寮鄉西濱路一段47-60號,05 691 3006,,,,,,,,,,,,,,,,,,,,,,,
安勝汽車修護廠,638台灣雲林縣麥寮鄉仁德西路二段2號,05 691 3206,,,,,,,,,,,,,,,,,,,,,,,
成隆汽車修護廠,621台灣嘉義縣民雄鄉西安路98號,05 226 9988,,,,,,,,,,,,,,,,,,,,,,,
旭峰輪胎行,648台灣雲林縣西螺鎮振興里230號,05 586 8085,,,,,,,,,,,,,,,,,,,,,,,
佑欣汽車,542台灣南投縣草屯鎮草溪路875之1號,04 9232 0669,,,,,,,,,,,,,,,,,,,,,,,
志昇汽車保養廠,608台灣嘉義縣水上鄉8之6號,05 268 3297,,,,,,,,,,,,,,,,,,,,,,,
汽車電池★皇昱電池物流▶德國原裝華達電池▶愛馬龍汽車電池南投經銷商▶日本原裝國際牌電池▶南投縣南投市,540台灣南投縣南投市民族路431號,0926 082 973,,,,,,,,,,,,,,,,,,,,,,,
良安汽車保養廠,632台灣雲林縣虎尾鎮林森路一段114-2號,05 633 3299,,,,,,,,,,,,,,,,,,,,,,,
亞帝汽車音響,651台灣雲林縣北港鎮華勝路402-1號,05 782 1414,,,,,,,,,,,,,,,,,,,,,,,
協聖汽車保養廠,632台灣雲林縣虎尾鎮中興路71-3號,0936 402 771,,,,,,,,,,,,,,,,,,,,,,,
和億汽車,651台灣雲林縣北港鎮華勝路337號,05 783 3700,,,,,,,,,,,,,,,,,,,,,,,
坤田汽車,632台灣雲林縣虎尾鎮建國路3號,05 662 5555,,,,,,,,,,,,,,,,,,,,,,,
昇大汽車修配所,540台灣南投縣南投市中興路850號,04 9222 4881,,,,,,,,,,,,,,,,,,,,,,,
昌昇汽車保養廠,600台灣嘉義市東區保健街22號,0916 902 652,,,,,,,,,,,,,,,,,,,,,,,
明利汽車材料行/汽車零件 板金五金,542台灣南投縣草屯鎮中正路1120號,04 9256 0088,,,,,,,,,,,,,,,,,,,,,,,
明利車廠,616台灣嘉義縣新港鄉福德路171之1號,05 374 9358,,,,,,,,,,,,,,,,,,,,,,,
東力汽車修護廠,640台灣雲林縣斗六市社口里,05 533 7645,,,,,,,,,,,,,,,,,,,,,,,
東原汽車修配行,542台灣南投縣草屯鎮芬草路一段207之1號,04 9233 3449,,,,,,,,,,,,,,,,,,,,,,,
松興汽車保養廠,655台灣雲林縣元長鄉中山路3之12號,05 788 6669,,,,,,,,,,,,,,,,,,,,,,,
油力特機油認證店-和智車業-北港店,65145台灣雲林縣北港鎮北辰路2-3號,05 783 9906,,,,,,,,,,,,,,,,,,,,,,,
金益汽車保養廠,613台灣嘉義縣朴子市61387號,05 370 3107,,,,,,,,,,,,,,,,,,,,,,,
長弘汽車有限公司,600台灣嘉義市西區新民路195號,05 283 1111,,,,,,,,,,,,,,,,,,,,,,,
長安汽車實業,542台灣南投縣草屯鎮中正路233之30號,04 9255 1227,,,,,,,,,,,,,,,,,,,,,,,
長聯汽車,540台灣南投縣南投市南崗一路229號,04 9223 0007,,,,,,,,,,,,,,,,,,,,,,,
阿牛輪胎行,630台灣雲林縣斗南鎮自強路20號,0921 207 669,,,,,,,,,,,,,,,,,,,,,,,
信嘉汽車,600台灣嘉義市西區高鐵大道169號,05 283 9099,,,,,,,,,,,,,,,,,,,,,,,
勁道汽車修護廠,621台灣嘉義縣民雄鄉建國路二段229之3號,05 226 0306,,,,,,,,,,,,,,,,,,,,,,,
奕承汽車保養廠,630台灣雲林縣斗南鎮延平路一段348號,05 597 7767,,,,,,,,,,,,,,,,,,,,,,,
建竤汽車商行,638台灣雲林縣麥寮鄉瓦磘村,05 693 7017,,,,,,,,,,,,,,,,,,,,,,,
建鴻汽車修護廠,646台灣雲林縣古坑鄉新庄村,05 526 0099,,,,,,,,,,,,,,,,,,,,,,,
政岱汽車維修廠,616台灣嘉義縣新港鄉南港101之12號,05 781 1966,,,,,,,,,,,,,,,,,,,,,,,
星易汽車企業社,640台灣雲林縣斗六市大同路294之1號,05 534 4942,,,,,,,,,,,,,,,,,,,,,,,
春茂企業社,600台灣嘉義市西區永康一街46號,05 285 5273,,,,,,,,,,,,,,,,,,,,,,,
炫星國際股份有限公司,542台灣南投縣草屯鎮博愛路606號,04 9235 6456,,,,,,,,,,,,,,,,,,,,,,,
英宗汽車,651台灣雲林縣北港鎮陽明街74號,05 782 3311,,,,,,,,,,,,,,,,,,,,,,,
倍強汽車保養廠,600台灣嘉義市東區吳鳳南路521巷24弄7號,05 224 1973,,,,,,,,,,,,,,,,,,,,,,,
振成汽車修理工廠,651台灣雲林縣北港鎮民政路144號,05 783 3832,,,,,,,,,,,,,,,,,,,,,,,
振陞汽車,542台灣南投縣草屯鎮中正路980號,04 9255 4952,,,,,,,,,,,,,,,,,,,,,,,
晉紳汽車,600台灣嘉義市西區自由路416號,05 232 3165,,,,,,,,,,,,,,,,,,,,,,,
泰宜汽車保養廠,647台灣雲林縣莿桐鄉油車5313號,05 551 4510,,,,,,,,,,,,,,,,,,,,,,,
海北村勝菖汽修場,636台灣雲林縣台西鄉,0919 000 475,,,,,,,,,,,,,,,,,,,,,,,
真善美汽車百貨行,542台灣南投縣草屯鎮成功路一段850號,04 9235 3129,,,,,,,,,,,,,,,,,,,,,,,
草屯汽車維修保養-毅達汽車,542台灣南投縣草屯鎮成功路一段770-1號,04 9232 7990,,,,,,,,,,,,,,,,,,,,,,,
陞上汽車,640台灣雲林縣斗六市雲林路三段15號,05 522 4176,,,,,,,,,,,,,,,,,,,,,,,
偉達車業,608台灣嘉義縣水上鄉中山路二段1450號號,05 284 3160,,,,,,,,,,,,,,,,,,,,,,,
偉達修配廠-預約制,540台灣南投縣南投市嶺興路9-31號號,0976 789 773,,,,,,,,,,,,,,,,,,,,,,,
國盛汽車車業行,655台灣雲林縣元長鄉中山路9號,05 788 1849,,,,,,,,,,,,,,,,,,,,,,,
徠順汽車維修廠,652台灣雲林縣水林鄉水南村外環路621之21號,05 785 6401,,,,,,,,,,,,,,,,,,,,,,,
盛發汽車,640台灣雲林縣斗六市成功路636-1號,05 533 6050,,,,,,,,,,,,,,,,,,,,,,,
通營汽車,652台灣雲林縣水林鄉大庄路67-12號,05 785 0697,,,,,,,,,,,,,,,,,,,,,,,
連發汽車修理廠,651台灣雲林縣北港鎮文仁路184號,05 783 3191,,,,,,,,,,,,,,,,,,,,,,,
勝龍汽車保養廠,638台灣雲林縣麥寮鄉仁德路309巷一638 63-5號,05 691 7906,,,,,,,,,,,,,,,,,,,,,,,
喬賓汽車企業有限公司,638台灣雲林縣麥寮鄉許厝58之31號,05 691 4111,,,,,,,,,,,,,,,,,,,,,,,
富傑汽車修理廠,640台灣雲林縣斗六市文化路698之16號,05 534 7088,,,,,,,,,,,,,,,,,,,,,,,
富勝汽車材料行,542台灣南投縣草屯鎮民生一街46巷28號,04 9237 1000,,,,,,,,,,,,,,,,,,,,,,,
富誠汽車保修工作室（輪胎行）,651台灣雲林縣北港鎮文仁路308號,05 782 7429,,,,,,,,,,,,,,,,,,,,,,,
普利司通-吉興輪胎行,651台灣雲林縣北港鎮鎮華勝路211號,05 783 1146,,,,,,,,,,,,,,,,,,,,,,,
華同汽車商行,600台灣嘉義市東區文化路866號,05 231 3107,,,,,,,,,,,,,,,,,,,,,,,
華信汽車有限公司,335台灣大溪區介壽路350號,03 307 5658,,,,,,,,,,,,,,,,,,,,,,,
進運汽車保養廠,600台灣嘉義市東區林森東路510號,05 278 1850,,,,,,,,,,,,,,,,,,,,,,,
雅美汽車商行/維修保養廠,621台灣嘉義縣民雄鄉福興村牛稠溪1之19號,05 220 0751,,,,,,,,,,,,,,,,,,,,,,,
雲林協興福利汽車-雲林汽車買賣/雲林二手車買賣/雲林中古車買賣/雲林買好車/雲林協興福利汽車/協興汽車/雲林評價好的二手車/雲林誠信二手車/雲嘉買好二手車,640台灣雲林縣斗六市大學路二段117號,05 534 5006,,,,,,,,,,,,,,,,,,,,,,,
雲林連合吉普商行,638台灣雲林縣麥寮鄉仁德路348號,05 691 4827,,,,,,,,,,,,,,,,,,,,,,,
順盈汽車企業社,542台灣南投縣草屯鎮草溪路211之28號,04 9237 2676,,,,,,,,,,,,,,,,,,,,,,,
順益汽車斗南營業所,630台灣雲林縣斗南鎮延平路二段55號,05 595 1687,,,,,,,,,,,,,,,,,,,,,,,
